,stt,name,address,lat,lng,reviews,rating,query,city
450,451,BÃI GỬI XE THÔNG MINH 24H BEES SMART PARKING,"Address: 239 Nguyễn Văn Linh, Dư Hàng Kênh, Lê Chân, Hải Phòng 04000, Vietnam",20.8371794,106.6889053,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
451,452,Bãi Để xe container,"Address: 65 đường 5 mới, Hùng Vương, Hồng Bàng, Hải Phòng, Vietnam",20.8672513,106.6404522,"[""HP Transport Trading Joint Stock Company""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
452,453,Bãi gửi xe nhà ông Vận,"Address: 82 Vĩnh Cát, Vĩnh Niệm, Lê Chân, Hải Phòng, Vietnam",20.8256792,106.6784232,"[""Spacious, easy-going and careful owner""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
453,454,Chỗ đỗ xe,"Address: 498 P. Đà Nẵng, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8600943,106.7208891,[],5.0,bãi đỗ xe Hải Phòng,Đà Nẵng
454,455,Bãi Xe Cty Chung Đức,"Address: RPJW+57V, Nam Hải, Hải An, Hải Phòng, Vietnam",20.8304822,106.7456857,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
455,456,Bãi Giữ Xe 24/24,"Address: 30 Đông An, Thành Tô, Hải An, Hải Phòng, Vietnam",20.8267011,106.7138368,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
456,457,Bãi xe petajico Hải phòng,"Address: 21 Đ. Hùng Vương, Sở Dầu, Hồng Bàng, Hải Phòng, Vietnam",20.872991,106.653144,[],,bãi đỗ xe Hải Phòng,Hải Phòng
457,458,BÃI XE HẢI DUNG,"Address: Nam Hải, Hải An, Hai Phong, Vietnam",20.8345582,106.7446137,[],,bãi đỗ xe Hải Phòng,Không xác định
458,459,Bãi giữ xe Minh Tâm,"Address: VP43+329, Đ. Lê Hồng Phong, Đông Khê, Ngô Quyền, Hải Phòng, Vietnam",20.8551629,106.7026217,"[""Covered, clean, safe""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
459,460,Bãi gửi xe 24H,"Address: 250 Hoàng Công Khanh, Quán Trữ, Kiến An, Hải Phòng, Vietnam",20.8398409,106.6570498,[],4.0,bãi đỗ xe Hải Phòng,Hải Phòng
460,461,bãi gửi xe Vườn Hồng,"Address: 197 P. Lũng Bắc, Đằng Hải, Hải An, Hải Phòng, Vietnam",20.8454153,106.7221079,[],,bãi đỗ xe Hải Phòng,Hải Phòng
461,462,Bến xe Thượng Lý,"Address: 52 Đường Hà Nội, Sở Dầu, Hồng Bàng, Hải Phòng, Vietnam",20.8682478,106.6568264,"[""It is not big and rather far from city center. There is rout to Hanoi city with the price of 150.000vnd/ person, they also take you from home. But it is not convenient to get the taxi here. There are many guy supply unofficial taxi service with the very high price than company do.""]",4.4,bãi đỗ xe Hải Phòng,Hà Nội
462,463,Dịch Vụ Trông Xe,"Address: RMRM+8HH, Hàng Kênh, Lê Chân, Hải Phòng 180000, Vietnam",20.8408028,106.683975,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
463,464,Bãi Giữ Xe Ô Tô,"Address: 55 P. Trần Quang Khải, Quang Trung, Hồng Bàng, Hải Phòng, Vietnam",20.860055,106.6800731,"[""Spacious but without roof""]",3.0,bãi đỗ xe Hải Phòng,Hải Phòng
464,465,Đối Diện Bãi Đỗ Xe KĐT Ngã 5 Sân Bay Cát Bi,"Address: Đằng Hải, Hải An, Hai Phong, Vietnam",20.844276,106.71025,[],5.0,bãi đỗ xe Hải Phòng,Không xác định
465,466,Bãi Gửi Xe - Rửa Xe Và Chăm Sóc Xe Hơi Hk-24h,"Address: 43 P. Bùi Thị Từ Nhiên, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.85689,106.7224,[],3.0,bãi đỗ xe Hải Phòng,Hải Phòng
466,467,Bãi giữ xe ô tô,"Address: 22a Thư Trung, Đằng Lâm, Hải An, Hải Phòng, Vietnam",20.8319615,106.7055606,[],,bãi đỗ xe Hải Phòng,Hải Phòng
467,468,Bãi gửi xe Hoàng Phúc Petro,"Address: RQQ4+Q35, Đ. Mạc Thái Tổ, KCN Đình Vũ, Hải An, Hải Phòng, Vietnam",20.8393758,106.7552363,[],,bãi đỗ xe Hải Phòng,Hải Phòng
468,469,Trông Xe 24/24,"Address: RMQF+GWX, Vĩnh Niệm, Lê Chân, Hải Phòng 180000, Vietnam",20.838856,106.674873,[],3.0,bãi đỗ xe Hải Phòng,Hải Phòng
469,470,Bãi giữ xe Đền Bà Chúa Năm Phương,"Address: 346 Nguyễn Bỉnh Khiêm, Đằng Giang, Ngô Quyền, Hải Phòng, Vietnam",20.8413322,106.7039668,[],,bãi đỗ xe Hải Phòng,Hải Phòng
470,471,Bãi Hương An Phát,"Address: VP4G+XWG, Unnamed Road, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8574481,106.7273153,"[""Cool, clean and beautiful. Handsome director.""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
471,472,Bãi xe Kiều Sơn,"Address: 189 Cống Kiều Sơn, Đằng Lâm, Hải An, Hải Phòng, Vietnam",20.8426799,106.7071453,[],,bãi đỗ xe Hải Phòng,Hải Phòng
472,473,Bãi Gửi Xe,"Address: ngõ số 647, Hùng Vương, Hồng Bàng, Hải Phòng, Vietnam",20.8766696,106.6379859,[],,bãi đỗ xe Hải Phòng,Hải Phòng
473,474,Cổng A AEON MALL Hải Phòng Lê Chân,"Address: RMMJ+942, Dư Hàng Kênh, Hải Phòng, Vietnam",20.8333875,106.6802656,[],,bãi đỗ xe Hải Phòng,Hải Phòng
474,475,Bãi Gửi Xe Oto Thanh Ngọc,"Address: 534 P. Thiên Lôi, Vĩnh Niệm, Lê Chân, Hải Phòng, Vietnam",20.829073,106.6786999,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
475,476,Bãi gửi xe Tư Lợi,"Address: 155 Cát Linh, Tràng Cát, Hải An, Hải Phòng, Vietnam",20.8136617,106.7419515,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
476,477,Bãi Gửi Xe Oto Ngọc Thanh,"Address: 26 P. Khúc Thừa Dụ, Vĩnh Niệm, Lê Chân, Hải Phòng, Vietnam",20.8299922,106.6774837,[],,bãi đỗ xe Hải Phòng,Hải Phòng
477,478,Hải phòng xe,"Address: VM74+53X, Sở Dầu, Hồng Bàng, Hải Phòng, Vietnam",20.8629937,106.6552242,[],,bãi đỗ xe Hải Phòng,Hải Phòng
478,479,Taxi đất cảng 3828282,"Address: 61 Phạm Văn Đồng, Anh Dũng, Dương Kinh, Hải Phòng, Vietnam",20.8195507,106.6975821,[],4.0,bãi đỗ xe Hải Phòng,Hải Phòng
479,480,Cổng B AEON MALL Hải Phòng Lê Chân,"Address: RMMJ+8FR, Dư Hàng Kênh, Lê Chân, Hải Phòng, Vietnam",20.8333946,106.6811105,[],,bãi đỗ xe Hải Phòng,Hải Phòng
480,481,Điểm Đỗ Xe Buýt Sân Bay Cát Bi,"Address: Đằng Lâm, Hải An, Hai Phong, Vietnam",20.824999,106.726617,[],4.6,bãi đỗ xe Hải Phòng,Không xác định
481,482,Bãi Đỗ Xe Thành Trang,"Address: RQR4+PF8, Đ. Mạc Thái Tổ, KCN Đình Vũ, Hải An, Hải Phòng, Vietnam",20.841781,106.7562053,[],,bãi đỗ xe Hải Phòng,Hải Phòng
482,483,Lái xe đưa đón phục vụ cưới hỏi chọn gói Khánh Hà,"Address: Bãi Bóng, Thủy Nguyên, Hai Phong, Vietnam",20.8908798,106.6615529,[],,bãi đỗ xe Hải Phòng,Không xác định
483,484,BÃI GỬI XE NĂM SAO,"Address: RQR3+XMW, ĐT356, Đông Hải 2, Hải An, Hải Phòng, Vietnam",20.8424788,106.7541983,[],,bãi đỗ xe Hải Phòng,Hải Phòng
484,485,Ban Quản Lý Nghĩa Trang Ninh Hải Bãi Đỗ Xe,"Address: RP43+5J9, ĐT353, Anh Dũng, Dương Kinh, Hải Phòng, Vietnam",20.8071504,106.7040881,"[""A convenient shopping place for Accessories - Cosmetics - Household items - Stationery - Toys at the SAME PRICE of 25k""]",4.7,bãi đỗ xe Hải Phòng,Hải Phòng
485,486,Bãi Xe Mạnh Dũng LOGISTICS,"Address: Đông Hải 2, Hải An, Hai Phong, Vietnam",20.8385804,106.7554321,[],5.0,bãi đỗ xe Hải Phòng,Không xác định
486,487,Gara oto Quang Điện,"Address: 748a Nguyễn Văn Linh, Niệm Nghĩa, Lê Chân, Hải Phòng, Vietnam",20.842689,106.6606868,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
487,488,Trông Giữ Xe Ô Tô 24/7 Mạnh Hoàng,"Address: 718 Nguyễn Văn Linh, Niệm Nghĩa, Lê Chân, Hải Phòng, Vietnam",20.8400459,106.6639301,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
488,489,Bãi 5 Sao,"Address: VP4G+PF6, Unnamed Road, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8567813,106.7261324,[],1.0,bãi đỗ xe Hải Phòng,Hải Phòng
489,490,Văn Khánh cho gửi ô tô,"Address: Tổ 6, An Dương, Hai Phong 35000, Vietnam",20.8657828,106.617741,[],5.0,bãi đỗ xe Hải Phòng,Không xác định
490,491,Nhà văn hóa Trại Lẻ,"Address: 91 P. Trại Lẻ, Kênh Dương, Lê Chân, Hải Phòng, Vietnam",20.8322148,106.6858444,"[""The road is leisurely, motorbike traffic is good and safe, good order and security, overall, 5,5,5,""]",4.3,bãi đỗ xe Hải Phòng,Hải Phòng
491,492,Kho trung tâm Deep C II,"Address: VM7Q+PR7, Khu công nghiệp Deep C, Ngô Quyền, Hải Phòng, Vietnam",20.864277,106.6895547,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
492,493,MỐC ĐO NGUYEN VAN LINH,"Address: 571 QL5, Dư Hàng Kênh, Lê Chân, Hải Phòng, Vietnam",20.834294,106.6788279,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
493,494,Bãi xe Anh Huy - Đất Cảng,"Address: VMF7+G6G, Unnamed Road, Sở Dầu, Hồng Bàng, Hải Phòng, Vietnam",20.8738154,106.6630686,[],,bãi đỗ xe Hải Phòng,Hải Phòng
494,495,Acis,"Address: 28 P. Nguyễn Bình, Dư Hàng Kênh, Ngô Quyền, Hải Phòng, Vietnam",20.8371107,106.6909965,"[""Car parking around""]",3.0,bãi đỗ xe Hải Phòng,Hải Phòng
495,496,Bến xe khách Niệm Nghĩa,"Address: P. Trần Nguyên Hãn, Niệm Nghĩa, Hải Phòng, Vietnam",20.841983,106.668002,"[""I had to change my rating of this place, I asked for a bus ticket to Ha Long, they sold me a ticket to Ha Dong in Hanoi 170km away, they rushed me with the driver so I didnt have time to check anything. By the time I got to Hanoi and now …"", ""It's was fine for my first experience"", ""All busses to for example Tam Coc, Ninh Binh, Hanoi, Hue, Da Nang. But  stinky smelly toilets.""]",3.9,bãi đỗ xe Hải Phòng,Hải Phòng
496,497,Trạm xe đạp công cộng TNGo UBND phường Hoàng Văn Thụ Hải Phòng,"Address: 9 P. Trần Hưng Đạo, Hoàng Văn Thụ, Hồng Bàng, Hải Phòng, Vietnam",20.8582775,106.6849941,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
497,498,Khu đỗ xe,"Address: VMF2+22V, Sở Dầu, Hồng Bàng, Hải Phòng, Vietnam",20.8726241,106.6500538,[],,bãi đỗ xe Hải Phòng,Hải Phòng
498,499,Bãi Gửi Xe Ô Tô 24/24H,"Address: RMM6+5HX, Mạc Thiên Phúc, Quán Trữ, Kiến An, Hải Phòng, Vietnam",20.833,106.6615,[],,bãi đỗ xe Hải Phòng,Hải Phòng
499,500,Kho Cát Vận,"Address: 38 Đường K9, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8491135,106.7428,"[""Very large and majestic"", ""Wide and fast working""]",3.8,bãi đỗ xe Hải Phòng,Hải Phòng
500,501,Trạm xe đạp công cộng TNGo Nhà hát lớn thành phố Hải Phòng,"Address: 51 P. Trần Phú, Cầu Đất, Hồng Bàng, Hải Phòng, Vietnam",20.8563354,106.6824886,"[""Hai Phong is no beating around the bush. There are always fancy public bicycles.""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
501,502,Công ty TNHH TM DV Thiên Phúc - Bãi gửi xe Thiên Phúc,"Address: 146 ĐT356, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8505202,106.7353327,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
502,503,Bến xe Vĩnh Niệm,"Address: RMCF+XRH Bus Station, Vĩnh Niệm, Lê Chân, Hải Phòng, Vietnam",20.8224417,106.674596,"[""Easy access for bus riding experience"", ""Clean. Many routes for you to choose from 👍 …""]",4.2,bãi đỗ xe Hải Phòng,Hải Phòng
503,504,Kho Giữ Xe Vi Phạm,"Address: VJ5V+6FF, An Đông, An Dương, Hải Phòng, Vietnam",20.8580612,106.6436778,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
504,505,Ha Binh Auto,"Address: VMVF+X4M, ĐT359, Tân Dương, Thủy Nguyên, Hải Phòng, Vietnam",20.894955,106.6728124,"[""very professional and reputable""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
505,506,Parking,"Address: 195 P. Văn Cao, Đằng Giang, Ngô Quyền, Hải Phòng, Vietnam",20.8356737,106.7014829,[],,bãi đỗ xe Hải Phòng,Hải Phòng
506,507,Điểm Giữ Xe Ô Tô,"Address: 52B, Đường Hồ Sen, Quận Lê Chân, Dư Hàng, Lê Chân, Hải Phòng, Vietnam",20.8430456,106.6805106,[],,bãi đỗ xe Hải Phòng,Hải Phòng
507,508,Hải Ninh,"Address: RMJG+JC4, Đ. máng nước, Vĩnh Niệm, Lê Chân, Hải Phòng, Vietnam",20.8315232,106.6760686,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
508,509,May xúc đào hatuna,"Address: VJH9+QG6, Unnamed, Road, An Dương, Hải Phòng, Vietnam",20.880392,106.618831,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
509,510,Công ty cổ phần Dịch vụ kỹ thuật Cảng Hải Phòng,"Address: 1 P Lê Thánh Tông, Máy Tơ, Ngô Quyền, Hải Phòng, Vietnam",20.867986,106.697245,[],,bãi đỗ xe Hải Phòng,Hải Phòng
510,511,Bãi xe Đăng Kinh Công ty TNHH Phương Anb,"Address: 4 Đ Đặng Kinh, Nam Hải, Hải An, Hải Phòng, Vietnam",20.838641,106.746323,[],,bãi đỗ xe Hải Phòng,Hải Phòng
511,512,Cơ Sở Trông Xe Đức Thiện,"Address: Khu Dân Cư, Phú Hải, Anh Dũng, Dương Kinh, Hải Phòng, Vietnam",20.8200868,106.6982042,[],3.0,bãi đỗ xe Hải Phòng,Hải Phòng
512,513,Phế liệu Chính Sắt,"Address: RJQF+6G2, Hồng Thái, An Dương, Hải Phòng, Vietnam",20.8380143,106.6237592,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
513,514,nhungkem,"Address: trại lẻ hải phòng, Haiphong City, Vietnam",20.8331145,106.6857202,[],,bãi đỗ xe Hải Phòng,Hải Phòng
514,515,Bãi Giữ Xe Ô Tô Thanh Thủy,"Address: 136 P. Bùi Thị Từ Nhiên, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.856937,106.7225218,[],,bãi đỗ xe Hải Phòng,Hải Phòng
515,516,Đỗ xe Tủ Nhà Miu,"Address: VP54+R5Q, Cầu Tre, Ngô Quyền, Hải Phòng, Vietnam",20.8595976,106.7054985,[],,bãi đỗ xe Hải Phòng,Hải Phòng
516,517,Công ty may Đại Việt,"Address: Ngõ 84 Đ. Dân Lập, Đông Hải, Lê Chân, Hải Phòng, Vietnam",20.8400811,106.6873862,"[""Spacious car parking""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
517,518,Xe tiện chuyến hải phòng hà nội quảng ninh,"Address: 10 P. Hồ Sen, Trại Cau, Lê Chân, Hải Phòng 05000, Vietnam",20.8481374,106.6811861,"[""Reasonable prices, great service"", ""Nice car - polite driver - good service""]",4.6,bãi đỗ xe Hải Phòng,Hải Phòng
518,519,Xưởng Trà,"Address: RPVX+FVG, ĐT356, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8456472,106.7486452,[],,bãi đỗ xe Hải Phòng,Hải Phòng
519,520,Bến xe Vĩnh Niệm,"Address: 18 Đ. Bùi Viện, Vĩnh Niệm, Lê Chân, Hải Phòng, Vietnam",20.8224267,106.6745813,"[""The worst company I ever used! The pick up bus was Hour late. Driver was driving like crazy. Because of those hour late we were staying in traffic and picking other passengers in traffic. So I was exiting Hanoi in 2 hours from the time I …"", ""Any bus to Ha Long Bay? Thanks."", ""Clean, parking, easy to navigate.""]",4.4,bãi đỗ xe Hải Phòng,Hải Phòng
520,521,Nhà gửi xe Văn Luân,"Address: 100 Ngõ 389 Đằng Hải, Đằng Hải, Hải An, Hải Phòng, Vietnam",20.8365112,106.7303171,[],,bãi đỗ xe Hải Phòng,Hải Phòng
521,522,Trạm xe đạp công cộng TNGo Vườn hoa Tam Kỳ Hải Phòng,"Address: 215 P. Nguyễn Đức Cảnh, Cát Dài, Ngô Quyền, Hải Phòng, Vietnam",20.8536201,106.6686326,"[""The flower garden is beautiful and spacious, with two temples nearby, next to the cool Tam Bac River.""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
522,523,Taxi đình vũ,"Address: Toà nhà đình, vũ plara, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8508125,106.7311875,"[""The service is reputable and very cheap. The car is brand new. Thank you Company."", ""Driver and self-driving cars at reasonable prices\nprofessional driver\nDedicated service, clean car.\nspecializes in self-driving car rentals"", ""The company operates professionally and very effectively""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
523,524,Nhà của Khắc Dương,"Address: VJ6H+7V4, An Đông, An Dương, Hải Phòng, Vietnam",20.8607313,106.6296945,[],,bãi đỗ xe Hải Phòng,Hải Phòng
524,525,Trạm sạc Vinfast Vincom Imperia,"Address: South of Bính Bridge Tunnel, 112 Hà Nội, Thượng Lý, Hồng Bàng, Hải Phòng, Vietnam",20.8621979,106.6623505,[],,bãi đỗ xe Hải Phòng,Hà Nội
525,526,Cổng C AEON MALL Hải Phòng - Lê Chân,"Address: 10 Võ Nguyên Giáp, Dư Hàng Kênh, Lê Chân, Hải Phòng 180000, Vietnam",20.8334491,106.6821177,"[""Gate C is convenient for vehicle entry and exit"", ""THIS ASSESSMENT IS FOR SCORING PURPOSES AND IS NOT FOR REVIEW. THIS ASSESSMENT IS FOR SCORING PURPOSES AND IS NOT FOR REVIEW. THIS ASSESSMENT IS FOR SCORING PURPOSES AND IS NOT FOR REVIEW. THIS ASSESSMENT IS FOR SCORING PURPOSES AND IS NOT FOR REVIEW. THIS ASSESSMENT IS FOR SCORING PURPOSES AND IS NOT FOR REVIEW."", ""I really advise everyone not to park your car at Aeonmall, it's so expensive, motorbike for 2 days 500k.""]",4.1,bãi đỗ xe Hải Phòng,Hải Phòng
526,527,Trạm xe đạp công cộng TNGo Cầu Quay Hùng Vương Hải Phòng,"Address: Huy Riverside, 06 Hoàng/0H1 Đ. Hùng Vương, Trại Chuối, Hồng Bàng, Hải Phòng, Vietnam",20.8560922,106.6652315,[],,bãi đỗ xe Hải Phòng,Hải Phòng
527,528,Car Park,"Address: 17 Hương Sơn, Văn Đẩu, Kiến An, Hải Phòng, Vietnam",20.8022087,106.630941,[],,bãi đỗ xe Hải Phòng,Hải Phòng
528,529,Chung cư tài xế,"Address: 404 N 2 P. Lê Lợi, Tổ dân phố, Ngô Quyền, Hải Phòng, Vietnam",20.860036,106.694696,[],,bãi đỗ xe Hải Phòng,Hải Phòng
529,530,Cát Tường Depot,"Address: RPXV+Q3J, Đường K9, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8494505,106.7426271,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
530,531,"Công ty Gia Linh chuyên - Đầu kéo, mooc uy tín chất lượng","Address: RPQV+RX, Nam Hải, Hải An, Hải Phòng, Vietnam",20.839516,106.744995,[],,bãi đỗ xe Hải Phòng,Hải Phòng
531,532,Bạn Say Tôi Lái Hải Phòng,"Address: 158 Hoàng Văn Thụ, Quang Trung, Hồng Bàng, Hải Phòng 18000, Vietnam",20.8572922,106.681219,"[""Thank you driver for bringing my family home safely."", ""Thank you driver for taking me home safely and parking my car so carefully.""]",5.0,bãi đỗ xe Hải Phòng,Hải Phòng
532,533,Gara Ô Tô Thúy Hiển,"Address: Đường 17A, Đông Hải 1, Hải An, Hải Phòng, Vietnam",20.8550168,106.7307362,[],,bãi đỗ xe Hải Phòng,Hải Phòng
533,534,Công Ty TNHH Đầu Tư Thương Mại Dịch Vụ Song Toàn,"Address: 20 Hoàng Văn Thụ, Minh Khai, Hồng Bàng, Hải Phòng, Vietnam",20.8625588,106.6812303,[],5.0,bãi đỗ xe Hải Phòng,Hải Phòng
534,535,Bãi đỗ xe ô tô Đại Việt,"Address: 198 Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ, Vietnam",10.0117878,105.769432,[],5.0,bãi đỗ xe Cần Thơ,Cần Thơ
535,536,Điểm Giữ Xe 24/24,"Address: 211/2 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Vietnam",10.0247715,105.7601109,"[""The parking lot must pick up cars before 7:00 p.m. every day.""]",4.2,bãi đỗ xe Cần Thơ,Cần Thơ
536,537,Bãi Giữ Xe 24/24,"Address: 3Q5J+JH6, Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ, Vietnam",10.05905,105.7814,[],,bãi đỗ xe Cần Thơ,Cần Thơ
537,538,BÃI XE Ô TÔ SÁU THÀNH,"Address: Khu Vực I, Hưng Phú, Cái Răng, Cần Thơ, Vietnam",10.0147772,105.7778369,[],,bãi đỗ xe Cần Thơ,Cần Thơ
538,539,Bãi xe 195/5 - Giữ xe Oto - xe gắn máy,"Address: 195/5 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Vietnam",10.019748,105.7650346,"[""The owner is very enthusiastic, parking is very secure. The garage has separate parking spaces for each car, so you can park in the wrong space, each space is numbered. I keep my car key myself and don't leave it in the parking lot, so I …"", ""Fully covered, cafe + breakfast, open parking lot, clean parking, wide entrance and exit.""]",4.7,bãi đỗ xe Cần Thơ,Cần Thơ
539,540,Bãi Xe Cô Hai,"Address: Võ Văn Kiệt, Long Hoà, Bình Thủy, Cần Thơ, Vietnam",10.0775825,105.7135452,"[""How much is the price for a 4-seat car with 3-day shipping?"", ""Indoor parking lot, affordable price. Enthusiastic owner, free delivery to the airport!"", ""The parking lot is spacious, clean and safe. The price is cheap and the owner is cute. If I go, I'll still send her car next time""]",4.6,bãi đỗ xe Cần Thơ,Cần Thơ
540,541,Trung tâm đậu xe và dịch vụ ô tô quận Ninh Kiều,"Address: 12 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ, Vietnam",10.033229,105.7867826,"[""Clean and modern parking lot. I kept the car from Friday afternoon to Sunday noon for 75k, reasonable price. The staff enthusiastically helped me put the car into the system as shown in the picture."", ""Pros:\n+ Clean and hygienic parking lot.\n+ There is an elevator to take the car upstairs. …""]",4.3,bãi đỗ xe Cần Thơ,Cần Thơ
541,542,Dịch Vụ Giữ Xe Ô Tô Huỳnh Phúc,"Address: 388 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Vietnam",10.0362381,105.7579637,"[""Although the location is hidden from view due to the narrow path, it is spacious inside, discreet and quiet. Only accept parking for cars under 16 seats and long term. Parking fee is collected on the 1st of every month. Most are family …"", ""Can I ask if this place keeps cars overnight and if the pick-up time is comfortable?""]",4.5,bãi đỗ xe Cần Thơ,Cần Thơ
542,543,Bãi Giữ Xe Miễn Phí CA TP Cần Thơ,"Address: 3Q2P+6P6, Cái Khế, Ninh Kiều, Cần Thơ, Vietnam",10.0505271,105.7867544,[],1.0,bãi đỗ xe Cần Thơ,Cần Thơ
543,544,Bãi Giữ Xe,"Address: 2QJQ+85J, Đ. Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Vietnam",10.0308262,105.787896,"[""Unprecedented experience, the parking lot clearly stated the price from 5-18h 5k but I came to park at 5:20 and the parking attendant deliberately said it was 10k, but he said we were from 18-6am for 6k. He also said it was issued by the …"", ""Oh, I got ripped off when I kept the car here for 16k for shipping (too expensive). Never come back""]",1.0,bãi đỗ xe Cần Thơ,Cần Thơ
544,545,Bãi đỗ xe máy bệnh viện Đa khoa quốc tế Vinmec Cần Thơ,"Address: 150A Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Vietnam",10.0258832,105.7703456,"[""The parking lot is large, with many charging posts for electric motorbikes""]",5.0,bãi đỗ xe Cần Thơ,Cần Thơ
545,546,Bãi Giữ Xe Ô Tô Tiến Minh,"Address: Khu Dân Cư, 586 Đường số 13, Phú Thứ, Cái Răng, Cần Thơ, Vietnam",10.0035962,105.8051764,"[""Service is quite good!""]",4.5,bãi đỗ xe Cần Thơ,Cần Thơ
546,547,Bãi Giữ Xe Ô Tô Nhân Hòa,"Address: 111 QL1A, Ba Láng, Cái Răng, Cần Thơ, Vietnam",9.973577,105.7408,[],5.0,bãi đỗ xe Cần Thơ,Cần Thơ
547,548,Điểm Giữ Xe Ô Tô (24/24),"Address: 2QXF+HC6, Hẻm 38 Đ. Trần Việt Châu, An Hoà, Ninh Kiều, Cần Thơ, Vietnam",10.0489214,105.7735237,"[""This place is spacious, airy, thoughtful..."", ""Reputation and peace of mind""]",5.0,bãi đỗ xe Cần Thơ,Cần Thơ
548,549,"Bãi xe ô tô, mô tô","Address: 24-26 Đ. Lê Thánh Tôn, Tân An, Ninh Kiều, Cần Thơ, Vietnam",10.0328619,105.7876734,"[""Right at Ninh Kieu wharf, convenient for parking cars and motorbikes to go to Con Dao, night market, walking street. Polite and attentive staff. Reasonable price."", ""Parking lot, Can Tho night market, and parking for everyone to walk around. Honda 10k car."", ""Good, the security guard is very enthusiastic""]",4.7,bãi đỗ xe Cần Thơ,Cần Thơ
549,550,Điểm Giữ Xe,"Address: 205 Đường 30/04, Xuân Khánh, Ninh Kiều, Cần Thơ, Vietnam",10.0242947,105.7727295,[],,bãi đỗ xe Cần Thơ,Cần Thơ
550,551,Bãi xe 24h Cần Thơ,"Address: 37C Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ 900000, Vietnam",10.0082764,105.7605183,[],,bãi đỗ xe Cần Thơ,Cần Thơ
551,552,Bãi đỗ xe FIT Hotel,"Address: 2QXP+77W, Trần Quang Khải, Cái Khế, Ninh Kiều, Cần Thơ 901014, Vietnam",10.04824,105.7856943,"[""cozy space. Enthusiastic service, delicious food, come again next time""]",5.0,bãi đỗ xe Cần Thơ,Cần Thơ
552,553,Car park,"Address: 2P5X+5PF, An Bình, Ninh Kiều, Cần Thơ, Vietnam",10.0079344,105.7493059,"[""The charging station is great, the security guards are so cute and enthusiastic. 5 stars always!!!"", ""The parking lot doesn't accept bicycles because there are no locks, which is ridiculous."", ""Parking is very secure""]",3.0,bãi đỗ xe Cần Thơ,Cần Thơ
553,554,Bãi đỗ xe ôtô dvdl TRANG THẢO,"Address: 50 Đ. Lê Chân, Hưng Lợi, Ninh Kiều, Cần Thơ, Vietnam",10.0238517,105.756208,[],,bãi đỗ xe Cần Thơ,Cần Thơ
